1;2024-11-22 11:02:30.755859;5500000000.0;-58.64;;1;2024-11-22 11:04:14.403678;5500000000.0;-64.91;;1;2024-11-22 11:07:34.532064;5500000000.0;-59.02;;1;2024-11-22 11:08:49.440794;5500000000.0;-59.78;;1;2024-11-22 11:12:04.763938;5500000000.0;-52.84;;1;2024-11-22 11:14:13.917331;5500000000.0;-52.01;;1;2024-11-22 11:15:59.275487;5500000000.0;-54.42;;1;2024-11-22 11:18:17.982629;5500000000.0;-60.58;;1;2024-11-22 11:20:55.651315;5500000000.0;-67.65;;1;2024-11-22 11:23:00.317427;5500000000.0;-58.67;;1;2024-11-22 11:24:30.254282;5500000000.0;-56.61;;1;2024-11-22 11:26:06.515987;5500000000.0;-55.15;;1;2024-11-22 11:27:39.552491;5500000000.0;-66.76;;1;2024-11-22 11:35:29.624122;5500000000.0;-54.99;;1;2024-11-22 11:37:02.101512;5500000000.0;-58.87;;1;2024-11-22 11:38:47.591952;5500000000.0;-55.77;;1;2024-11-22 11:40:53.806889;5500000000.0;-58.45;;1;2024-11-22 11:42:47.761704;5500000000.0;-70.36;;1;2024-11-22 11:44:50.652842;5500000000.0;-61.69;;1;2024-11-22 11:46:28.692938;5500000000.0;-78.80;;1;2024-11-22 11:47:54.440554;5500000000.0;-77.62;;1;2024-11-22 11:49:27.597408;5500000000.0;-69.96
2;2024-11-22 11:02:32.226008;5500000000.0;-64.86;;2;2024-11-22 11:04:15.991582;5500000000.0;-77.87;;2;2024-11-22 11:07:35.473119;5500000000.0;-64.60;;2;2024-11-22 11:08:50.988094;5500000000.0;-67.21;;2;2024-11-22 11:12:06.300592;5500000000.0;-54.46;;2;2024-11-22 11:14:15.443777;5500000000.0;-59.81;;2;2024-11-22 11:16:00.886726;5500000000.0;-60.03;;2;2024-11-22 11:18:19.495925;5500000000.0;-52.78;;2;2024-11-22 11:20:57.168158;5500000000.0;-48.72;;2;2024-11-22 11:23:01.807452;5500000000.0;-47.79;;2;2024-11-22 11:24:31.740860;5500000000.0;-47.48;;2;2024-11-22 11:26:08.090307;5500000000.0;-52.01;;2;2024-11-22 11:27:41.069652;5500000000.0;-62.48;;2;2024-11-22 11:35:31.101703;5500000000.0;-57.80;;2;2024-11-22 11:37:03.633328;5500000000.0;-54.67;;2;2024-11-22 11:38:49.100158;5500000000.0;-65.56;;2;2024-11-22 11:40:55.371190;5500000000.0;-66.34;;2;2024-11-22 11:42:49.300188;5500000000.0;-71.32;;2;2024-11-22 11:44:52.228930;5500000000.0;-66.23;;2;2024-11-22 11:46:30.187627;5500000000.0;-75.50;;2;2024-11-22 11:47:55.938544;5500000000.0;-69.83;;2;2024-11-22 11:49:29.087739;5500000000.0;-68.52
3;2024-11-22 11:02:33.752505;5500000000.0;-62.73;;3;2024-11-22 11:04:17.576371;5500000000.0;-65.67;;3;2024-11-22 11:07:36.394061;5500000000.0;-62.28;;3;2024-11-22 11:08:52.520935;5500000000.0;-71.51;;3;2024-11-22 11:12:07.877873;5500000000.0;-70.78;;3;2024-11-22 11:14:17.010333;5500000000.0;-64.82;;3;2024-11-22 11:16:02.431936;5500000000.0;-55.66;;3;2024-11-22 11:18:21.002423;5500000000.0;-62.23;;3;2024-11-22 11:20:58.622919;5500000000.0;-51.49;;3;2024-11-22 11:23:03.360177;5500000000.0;-47.51;;3;2024-11-22 11:24:33.243738;5500000000.0;-56.40;;3;2024-11-22 11:26:09.638216;5500000000.0;-58.88;;3;2024-11-22 11:27:42.593734;5500000000.0;-58.54;;3;2024-11-22 11:35:32.624634;5500000000.0;-65.60;;3;2024-11-22 11:37:05.134370;5500000000.0;-64.58;;3;2024-11-22 11:38:50.628652;5500000000.0;-60.41;;3;2024-11-22 11:40:56.912748;5500000000.0;-60.97;;3;2024-11-22 11:42:50.761554;5500000000.0;-65.66;;3;2024-11-22 11:44:53.790200;5500000000.0;-64.53;;3;2024-11-22 11:46:31.679758;5500000000.0;-72.07;;3;2024-11-22 11:47:57.429887;5500000000.0;-69.95;;3;2024-11-22 11:49:30.588131;5500000000.0;-69.61
4;2024-11-22 11:02:35.294767;5500000000.0;-62.35;;4;2024-11-22 11:04:19.105150;5500000000.0;-65.22;;4;2024-11-22 11:07:37.393712;5500000000.0;-62.57;;4;2024-11-22 11:08:54.023413;5500000000.0;-71.97;;4;2024-11-22 11:12:09.483027;5500000000.0;-70.21;;4;2024-11-22 11:14:18.515668;5500000000.0;-65.07;;4;2024-11-22 11:16:03.946554;5500000000.0;-55.61;;4;2024-11-22 11:18:22.575211;5500000000.0;-62.03;;4;2024-11-22 11:21:00.169814;5500000000.0;-51.29;;4;2024-11-22 11:23:04.896071;5500000000.0;-47.55;;4;2024-11-22 11:24:34.716461;5500000000.0;-56.23;;4;2024-11-22 11:26:11.216454;5500000000.0;-58.98;;4;2024-11-22 11:27:44.135312;5500000000.0;-58.84;;4;2024-11-22 11:35:34.131829;5500000000.0;-65.54;;4;2024-11-22 11:37:06.649123;5500000000.0;-64.68;;4;2024-11-22 11:38:52.128532;5500000000.0;-60.41;;4;2024-11-22 11:40:58.428822;5500000000.0;-61.16;;4;2024-11-22 11:42:52.268888;5500000000.0;-65.63;;4;2024-11-22 11:44:55.296228;5500000000.0;-64.18;;4;2024-11-22 11:46:33.200651;5500000000.0;-71.46;;4;2024-11-22 11:47:58.933037;5500000000.0;-69.81;;4;2024-11-22 11:49:32.043366;5500000000.0;-69.96
5;2024-11-22 11:02:36.903911;5500000000.0;-62.34;;5;2024-11-22 11:04:20.678700;5500000000.0;-65.09;;5;2024-11-22 11:07:38.326135;5500000000.0;-64.69;;5;2024-11-22 11:08:55.539317;5500000000.0;-58.96;;5;2024-11-22 11:12:11.098845;5500000000.0;-57.11;;5;2024-11-22 11:14:19.995771;5500000000.0;-56.35;;5;2024-11-22 11:16:05.495242;5500000000.0;-56.96;;5;2024-11-22 11:18:24.064408;5500000000.0;-52.85;;5;2024-11-22 11:21:01.757434;5500000000.0;-51.06;;5;2024-11-22 11:23:06.405242;5500000000.0;-61.13;;5;2024-11-22 11:24:36.274260;5500000000.0;-49.42;;5;2024-11-22 11:26:12.782205;5500000000.0;-48.56;;5;2024-11-22 11:27:45.652949;5500000000.0;-54.09;;5;2024-11-22 11:35:35.647802;5500000000.0;-53.37;;5;2024-11-22 11:37:08.279794;5500000000.0;-66.80;;5;2024-11-22 11:38:53.660854;5500000000.0;-69.95;;5;2024-11-22 11:40:59.948139;5500000000.0;-65.34;;5;2024-11-22 11:42:53.731215;5500000000.0;-65.88;;5;2024-11-22 11:44:56.775115;5500000000.0;-61.74;;5;2024-11-22 11:46:34.708182;5500000000.0;-72.95;;5;2024-11-22 11:48:00.446779;5500000000.0;-69.35;;5;2024-11-22 11:49:33.541862;5500000000.0;-69.55
6;2024-11-22 11:02:38.470193;5500000000.0;-61.60;;6;2024-11-22 11:04:22.181355;5500000000.0;-67.47;;6;2024-11-22 11:07:39.236805;5500000000.0;-63.94;;6;2024-11-22 11:08:57.088674;5500000000.0;-61.10;;6;2024-11-22 11:12:12.637411;5500000000.0;-61.59;;6;2024-11-22 11:14:21.584100;5500000000.0;-54.03;;6;2024-11-22 11:16:07.208210;5500000000.0;-51.72;;6;2024-11-22 11:18:25.564805;5500000000.0;-50.97;;6;2024-11-22 11:21:03.364843;5500000000.0;-49.46;;6;2024-11-22 11:23:07.943587;5500000000.0;-68.46;;6;2024-11-22 11:24:37.787321;5500000000.0;-57.81;;6;2024-11-22 11:26:14.407891;5500000000.0;-50.87;;6;2024-11-22 11:27:47.210283;5500000000.0;-60.87;;6;2024-11-22 11:35:37.158340;5500000000.0;-55.01;;6;2024-11-22 11:37:09.882193;5500000000.0;-59.29;;6;2024-11-22 11:38:55.144714;5500000000.0;-57.88;;6;2024-11-22 11:41:01.496971;5500000000.0;-68.86;;6;2024-11-22 11:42:55.293580;5500000000.0;-61.51;;6;2024-11-22 11:44:58.303951;5500000000.0;-63.37;;6;2024-11-22 11:46:36.250348;5500000000.0;-75.68;;6;2024-11-22 11:48:01.917990;5500000000.0;-68.95;;6;2024-11-22 11:49:35.013245;5500000000.0;-68.32
7;2024-11-22 11:02:40.076599;5500000000.0;-65.42;;7;2024-11-22 11:04:23.661973;5500000000.0;-69.54;;7;2024-11-22 11:07:40.159754;5500000000.0;-67.75;;7;2024-11-22 11:08:58.636575;5500000000.0;-70.36;;7;2024-11-22 11:12:14.245859;5500000000.0;-63.39;;7;2024-11-22 11:14:23.102048;5500000000.0;-63.15;;7;2024-11-22 11:16:08.696685;5500000000.0;-61.64;;7;2024-11-22 11:18:27.116798;5500000000.0;-68.88;;7;2024-11-22 11:21:05.028962;5500000000.0;-60.85;;7;2024-11-22 11:23:09.477995;5500000000.0;-56.03;;7;2024-11-22 11:24:39.276525;5500000000.0;-61.89;;7;2024-11-22 11:26:15.967582;5500000000.0;-62.44;;7;2024-11-22 11:27:48.743459;5500000000.0;-62.86;;7;2024-11-22 11:35:38.706030;5500000000.0;-61.75;;7;2024-11-22 11:37:11.422629;5500000000.0;-65.01;;7;2024-11-22 11:38:56.645144;5500000000.0;-62.16;;7;2024-11-22 11:41:03.068690;5500000000.0;-66.79;;7;2024-11-22 11:42:56.802129;5500000000.0;-67.72;;7;2024-11-22 11:44:59.809900;5500000000.0;-68.15;;7;2024-11-22 11:46:37.787316;5500000000.0;-78.92;;7;2024-11-22 11:48:03.421039;5500000000.0;-69.46;;7;2024-11-22 11:49:36.527181;5500000000.0;-68.13
8;2024-11-22 11:02:41.587493;5500000000.0;-62.92;;8;2024-11-22 11:04:25.147652;5500000000.0;-71.07;;8;2024-11-22 11:07:41.048575;5500000000.0;-69.84;;8;2024-11-22 11:09:00.232753;5500000000.0;-70.40;;8;2024-11-22 11:12:15.843469;5500000000.0;-60.07;;8;2024-11-22 11:14:24.581906;5500000000.0;-62.03;;8;2024-11-22 11:16:10.246708;5500000000.0;-69.08;;8;2024-11-22 11:18:28.589850;5500000000.0;-57.76;;8;2024-11-22 11:21:06.766623;5500000000.0;-53.67;;8;2024-11-22 11:23:10.966218;5500000000.0;-56.45;;8;2024-11-22 11:24:40.746718;5500000000.0;-52.42;;8;2024-11-22 11:26:17.469410;5500000000.0;-57.96;;8;2024-11-22 11:27:50.293514;5500000000.0;-68.15;;8;2024-11-22 11:35:40.180376;5500000000.0;-60.21;;8;2024-11-22 11:37:12.974749;5500000000.0;-60.67;;8;2024-11-22 11:38:58.191464;5500000000.0;-64.19;;8;2024-11-22 11:41:04.544009;5500000000.0;-69.92;;8;2024-11-22 11:42:58.377834;5500000000.0;-67.75;;8;2024-11-22 11:45:01.323010;5500000000.0;-64.66;;8;2024-11-22 11:46:39.321019;5500000000.0;-71.42;;8;2024-11-22 11:48:04.899289;5500000000.0;-69.38;;8;2024-11-22 11:49:38.054936;5500000000.0;-69.54
9;2024-11-22 11:02:43.183318;5500000000.0;-62.52;;9;2024-11-22 11:04:26.684002;5500000000.0;-68.89;;9;2024-11-22 11:07:41.974761;5500000000.0;-65.39;;9;2024-11-22 11:09:01.809103;5500000000.0;-68.27;;9;2024-11-22 11:12:17.454052;5500000000.0;-60.28;;9;2024-11-22 11:14:26.116539;5500000000.0;-62.78;;9;2024-11-22 11:16:11.783171;5500000000.0;-56.78;;9;2024-11-22 11:18:30.161906;5500000000.0;-55.88;;9;2024-11-22 11:21:08.400489;5500000000.0;-56.93;;9;2024-11-22 11:23:12.492537;5500000000.0;-52.06;;9;2024-11-22 11:24:42.245397;5500000000.0;-53.82;;9;2024-11-22 11:26:19.013594;5500000000.0;-53.14;;9;2024-11-22 11:27:51.885712;5500000000.0;-56.81;;9;2024-11-22 11:35:41.660553;5500000000.0;-60.39;;9;2024-11-22 11:37:14.492087;5500000000.0;-55.76;;9;2024-11-22 11:38:59.708529;5500000000.0;-64.81;;9;2024-11-22 11:41:06.035978;5500000000.0;-69.06;;9;2024-11-22 11:42:59.876768;5500000000.0;-68.30;;9;2024-11-22 11:45:02.825833;5500000000.0;-63.58;;9;2024-11-22 11:46:40.821448;5500000000.0;-71.20;;9;2024-11-22 11:48:06.414027;5500000000.0;-69.44;;9;2024-11-22 11:49:39.586801;5500000000.0;-68.68
10;2024-11-22 11:02:44.756325;5500000000.0;-62.12;;10;2024-11-22 11:04:28.273297;5500000000.0;-71.27;;10;2024-11-22 11:07:42.900087;5500000000.0;-77.79;;10;2024-11-22 11:09:03.373958;5500000000.0;-77.74;;10;2024-11-22 11:12:19.009941;5500000000.0;-57.15;;10;2024-11-22 11:14:27.683332;5500000000.0;-62.25;;10;2024-11-22 11:16:13.379788;5500000000.0;-54.97;;10;2024-11-22 11:18:31.754110;5500000000.0;-55.45;;10;2024-11-22 11:21:10.109180;5500000000.0;-59.96;;10;2024-11-22 11:23:14.043185;5500000000.0;-51.90;;10;2024-11-22 11:24:43.758045;5500000000.0;-54.02;;10;2024-11-22 11:26:20.545386;5500000000.0;-53.76;;10;2024-11-22 11:27:53.460095;5500000000.0;-59.43;;10;2024-11-22 11:35:43.162381;5500000000.0;-61.61;;10;2024-11-22 11:37:15.956079;5500000000.0;-58.85;;10;2024-11-22 11:39:01.354290;5500000000.0;-62.02;;10;2024-11-22 11:41:07.572669;5500000000.0;-65.38;;10;2024-11-22 11:43:01.462142;5500000000.0;-68.31;;10;2024-11-22 11:45:04.321101;5500000000.0;-64.33;;10;2024-11-22 11:46:42.360433;5500000000.0;-74.52;;10;2024-11-22 11:48:07.939664;5500000000.0;-69.46;;10;2024-11-22 11:49:41.106925;5500000000.0;-69.15
